TransactionAmount,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionHour,TransactionWeekday,TransactionDay,TransactionMonth,PreviousTransactionDate
409.59,Debit,Albuquerque,D000430,M042,Online,35,Doctor,50,1,14563.02,16,0,20,3,2024-11-04 08:11:25
349.34,Credit,Indianapolis,D000402,M047,ATM,28,Student,245,1,614.14,16,0,9,1,2024-11-04 08:10:29
283.15,Debit,Baltimore,D000383,M089,Online,24,Student,180,1,603.79,16,4,11,8,2024-11-04 08:11:16
151.82,Debit,Chicago,D000347,M013,ATM,51,Retired,105,1,2197.12,16,0,17,7,2024-11-04 08:11:54
438.59,Debit,San Jose,D000347,M035,Online,37,Engineer,103,1,8994.39,17,0,30,10,2024-11-04 08:09:32
590.57,Debit,Milwaukee,D000540,M050,ATM,79,Retired,93,1,3224.6,16,2,28,6,2024-11-04 08:07:19
63.74,Debit,Chicago,D000658,M092,Online,63,Retired,31,1,4336.4,17,1,12,9,2024-11-04 08:08:53
77.02,Credit,Miami,D000560,M053,Online,59,Doctor,132,1,800.83,16,3,17,8,2024-11-04 08:07:54
501.15,Debit,Phoenix,D000322,M088,Branch,47,Engineer,208,1,8821.84,18,0,21,8,2024-11-04 08:11:33
917.81,Debit,Kansas City,D000217,M047,ATM,64,Retired,75,2,3173.17,18,2,30,8,2024-11-04 08:09:46
8.95,Debit,Oklahoma City,D000686,M008,Online,76,Retired,102,1,3299.84,16,2,4,10,2024-11-04 08:09:45
173.6,Debit,Austin,D000165,M043,Online,21,Student,160,1,421.44,16,1,28,11,2024-11-04 08:09:35
149.4,Debit,Chicago,D000077,M039,ATM,53,Retired,123,1,1035.22,16,1,2,5,2024-11-04 08:10:16
388.21,Credit,Columbus,D000387,M013,Branch,53,Doctor,237,1,9724.49,16,1,19,12,2024-11-04 08:08:17
484.3,Credit,Boston,D000407,M026,Online,61,Retired,230,3,7910.3,17,1,17,10,2024-11-04 08:11:08
126.04,Credit,Charlotte,D000258,M019,Branch,65,Retired,167,1,6041.69,16,0,19,6,2024-11-04 08:08:06
52.04,Credit,Colorado Springs,D000310,M070,Branch,50,Doctor,31,1,8436.12,16,3,27,7,2024-11-04 08:07:38
389.7,Credit,Austin,D000423,M030,Branch,62,Doctor,216,1,7125.15,16,4,10,3,2024-11-04 08:10:42
161.1,Credit,Miami,D000001,M002,ATM,19,Student,104,1,239.12,17,0,10,4,2024-11-04 08:10:34
309.77,Credit,San Antonio,D000384,M010,Online,67,Retired,137,1,4378.14,16,0,8,5,2024-11-04 08:06:24
838.57,Debit,Phoenix,D000430,M040,ATM,41,Doctor,273,1,14576.47,16,0,26,6,2024-11-04 08:11:25
202.55,Debit,Dallas,D000028,M029,ATM,21,Student,34,2,701.73,18,1,14,11,2024-11-04 08:09:12
724.18,Debit,Fort Worth,D000144,M002,Branch,41,Doctor,134,1,10922.78,16,0,6,2,2024-11-04 08:08:21
124.98,Debit,Washington,D000424,M062,ATM,24,Student,78,1,642.0,16,1,21,2,2024-11-04 08:08:27
487.32,Debit,Kansas City,D000345,M005,Branch,52,Doctor,164,1,7707.96,18,3,19,10,2024-11-04 08:09:23
635.91,Credit,Jacksonville,D000281,M074,Branch,46,Doctor,78,1,13267.09,16,1,28,11,2024-11-04 08:10:43
205.65,Debit,Houston,D000105,M080,Branch,62,Retired,144,1,3582.16,16,3,13,7,2024-11-04 08:09:27
39.41,Debit,Louisville,D000356,M030,Branch,25,Student,132,1,921.91,16,0,27,11,2024-11-04 08:11:02
254.0,Debit,Nashville,D000436,M098,Branch,35,Doctor,63,1,5788.53,17,0,15,5,2024-11-04 08:08:07
436.8,Debit,Houston,D000033,M098,Branch,36,Engineer,213,1,4515.43,16,3,16,11,2024-11-04 08:06:59
224.73,Debit,Miami,D000005,M002,Branch,76,Retired,63,1,7551.89,16,3,9,2,2024-11-04 08:08:39
752.69,Credit,Dallas,D000181,M056,ATM,65,Doctor,115,1,14489.69,18,0,29,5,2024-11-04 08:09:14
78.5,Credit,San Jose,D000574,M007,Branch,31,Doctor,41,1,13991.5,16,1,14,2,2024-11-04 08:11:54
50.0,Credit,Jacksonville,D000309,M018,ATM,53,Doctor,87,1,185.87,18,4,24,2,2024-11-04 08:11:22
132.42,Debit,Denver,D000019,M069,ATM,18,Student,164,1,726.39,16,0,24,7,2024-11-04 08:11:58
11.67,Debit,Fort Worth,D000017,M078,Branch,76,Retired,105,1,7458.63,16,0,13,11,2024-11-04 08:10:20
83.16,Debit,Los Angeles,D000037,M091,ATM,61,Retired,177,1,3065.87,16,2,16,8,2024-11-04 08:08:46
149.02,Credit,Fort Worth,D000346,M019,Branch,46,Engineer,176,1,9379.72,16,4,1,9,2024-11-04 08:06:40
74.27,Credit,Memphis,D000249,M090,Online,59,Doctor,148,1,13696.61,17,3,13,7,2024-11-04 08:11:20
876.57,Credit,Portland,D000359,M056,ATM,62,Retired,118,1,3743.63,16,0,11,9,2024-11-04 08:06:54
615.58,Debit,Jacksonville,D000649,M059,ATM,42,Doctor,133,1,14343.0,16,0,25,9,2024-11-04 08:10:55
643.03,Credit,Jacksonville,D000384,M002,Online,36,Engineer,52,1,2882.16,16,1,1,8,2024-11-04 08:08:22
7.95,Debit,Phoenix,D000147,M087,ATM,79,Retired,65,1,5631.2,16,0,9,1,2024-11-04 08:10:06
270.92,Credit,Louisville,D000108,M066,Branch,77,Retired,143,1,4574.43,17,4,21,4,2024-11-04 08:06:51
499.48,Debit,Charlotte,D000242,M012,ATM,24,Student,133,1,1242.62,16,1,17,1,2024-11-04 08:08:44
841.5,Credit,Atlanta,D000659,M020,Branch,25,Student,287,1,352.31,16,0,22,5,2024-11-04 08:09:07
138.82,Debit,Fort Worth,D000493,M030,Online,77,Retired,53,1,3100.22,16,0,16,10,2024-11-04 08:11:48
231.46,Credit,Miami,D000135,M047,Branch,60,Engineer,83,1,4707.24,16,3,8,6,2024-11-04 08:08:31
292.08,Debit,Columbus,D000631,M067,ATM,72,Retired,32,1,7950.48,18,4,29,12,2024-11-04 08:09:34
63.98,Debit,Baltimore,D000150,M026,Online,54,Doctor,258,1,7954.12,16,0,30,10,2024-11-04 08:06:53
235.21,Debit,Boston,D000300,M007,Branch,67,Doctor,74,1,5946.61,16,0,16,10,2024-11-04 08:10:59
201.73,Debit,Baltimore,D000246,M096,Online,57,Engineer,78,1,6650.71,18,1,5,9,2024-11-04 08:12:07
161.31,Debit,Nashville,D000577,M051,ATM,28,Student,13,1,1268.67,16,0,11,9,2024-11-04 08:08:54
18.41,Debit,Atlanta,D000028,M072,Branch,53,Doctor,168,1,8287.54,17,4,1,12,2024-11-04 08:11:30
471.75,Credit,San Jose,D000443,M048,Branch,34,Doctor,41,1,12948.5,18,1,6,6,2024-11-04 08:10:54
290.02,Debit,Milwaukee,D000406,M005,Branch,55,Engineer,246,1,4746.71,17,0,25,9,2024-11-04 08:07:56
48.05,Debit,New York,D000668,M060,Branch,27,Engineer,38,1,5334.97,17,3,18,5,2024-11-04 08:09:07
359.42,Debit,Baltimore,D000567,M089,Branch,55,Doctor,30,1,1765.45,16,0,29,5,2024-11-04 08:06:42
32.91,Debit,Fort Worth,D000471,M036,Online,19,Student,255,1,427.3,16,3,4,5,2024-11-04 08:06:44
3.8,Debit,Denver,D000619,M074,Branch,67,Retired,140,1,6285.39,16,1,8,8,2024-11-04 08:08:31
31.81,Debit,Fort Worth,D000641,M033,Online,51,Retired,149,1,1406.6,17,3,6,4,2024-11-04 08:06:48
220.2,Debit,Boston,D000288,M047,Online,28,Student,102,1,1075.15,16,0,11,9,2024-11-04 08:11:18
476.03,Credit,Houston,D000470,M003,Branch,77,Retired,99,1,5958.34,16,4,1,9,2024-11-04 08:09:08
141.91,Debit,Miami,D000069,M051,Branch,23,Student,49,1,791.97,17,3,19,1,2024-11-04 08:09:42
95.83,Debit,Washington,D000089,M070,Online,27,Student,91,1,1726.4,16,4,1,12,2024-11-04 08:08:23
51.15,Credit,Los Angeles,D000215,M019,Branch,46,Engineer,199,1,8992.25,17,2,1,3,2024-11-04 08:10:54
1192.2,Credit,Jacksonville,D000174,M093,Branch,60,Retired,103,5,7816.41,16,3,21,12,2024-11-04 08:09:14
50.75,Debit,Boston,D000642,M018,ATM,62,Doctor,185,1,8271.47,18,0,14,8,2024-11-04 08:07:41
185.07,Debit,Colorado Springs,D000322,M062,Branch,22,Student,159,1,636.42,16,1,19,12,2024-11-04 08:07:39
293.54,Debit,Sacramento,D000255,M026,Online,40,Engineer,45,1,2290.1,17,0,16,1,2024-11-04 08:08:24
23.38,Debit,Memphis,D000412,M062,Branch,32,Engineer,89,1,9968.49,18,0,25,9,2024-11-04 08:09:41
285.26,Debit,Atlanta,D000137,M062,ATM,28,Student,93,1,167.72,16,2,1,11,2024-11-04 08:11:15
129.48,Debit,Seattle,D000315,M001,ATM,31,Engineer,179,1,7581.7,16,0,6,2,2024-11-04 08:10:43
743.03,Debit,New York,D000103,M050,ATM,50,Engineer,174,1,4111.38,16,3,27,7,2024-11-04 08:09:19
297.86,Credit,Milwaukee,D000419,M070,ATM,28,Student,96,1,1680.14,17,0,6,2,2024-11-04 08:11:40
231.92,Debit,Indianapolis,D000280,M049,ATM,66,Doctor,12,1,5715.08,18,0,10,7,2024-11-04 08:11:27
295.82,Credit,Chicago,D000088,M041,Branch,47,Engineer,46,1,5897.73,16,3,14,12,2024-11-04 08:07:47
302.86,Debit,Los Angeles,D000004,M081,Online,55,Doctor,275,1,5239.24,18,0,3,7,2024-11-04 08:12:06
81.08,Debit,Omaha,D000196,M089,ATM,58,Engineer,56,1,7788.91,16,1,19,9,2024-11-04 08:07:17
775.6,Credit,Mesa,D000627,M070,Branch,79,Retired,158,1,3898.64,17,0,21,8,2024-11-04 08:08:12
178.43,Debit,Baltimore,D000158,M041,Branch,26,Student,136,1,1214.93,18,1,26,12,2024-11-04 08:07:58
211.91,Debit,Indianapolis,D000487,M075,Online,20,Student,181,1,927.47,16,0,18,9,2024-11-04 08:08:46
17.21,Debit,Omaha,D000618,M004,Online,23,Student,219,1,914.16,17,0,25,12,2024-11-04 08:06:59
124.22,Debit,Charlotte,D000523,M013,ATM,23,Student,172,1,9695.04,17,4,19,5,2024-11-04 08:08:04
38.37,Debit,San Antonio,D000228,M003,ATM,63,Doctor,135,1,8647.04,16,4,1,9,2024-11-04 08:10:04
269.79,Debit,San Jose,D000202,M013,ATM,52,Engineer,17,1,1292.1,16,1,3,10,2024-11-04 08:07:59
605.42,Debit,Mesa,D000488,M085,ATM,21,Student,33,1,392.34,16,1,13,6,2024-11-04 08:09:40
11.19,Debit,Austin,D000384,M090,ATM,60,Engineer,40,1,9877.17,17,0,2,1,2024-11-04 08:12:22
29.19,Credit,Nashville,D000300,M004,Branch,58,Doctor,41,1,12059.85,17,2,25,1,2024-11-04 08:11:34
701.7,Credit,Seattle,D000037,M055,Online,61,Retired,64,1,6643.24,16,4,30,6,2024-11-04 08:09:49
862.34,Debit,Kansas City,D000137,M070,Branch,57,Doctor,72,1,9903.48,16,3,25,5,2024-11-04 08:12:05
410.97,Debit,Los Angeles,D000309,M026,ATM,22,Student,45,1,151.42,17,0,25,9,2024-11-04 08:11:11
36.97,Debit,Virginia Beach,D000545,M087,Branch,41,Engineer,79,1,2850.92,17,2,23,8,2024-11-04 08:07:48
137.59,Debit,Nashville,D000439,M065,ATM,30,Doctor,95,1,10679.67,16,1,3,1,2024-11-04 08:11:30
168.11,Credit,New York,D000050,M015,Online,51,Doctor,12,1,10652.13,16,4,19,5,2024-11-04 08:06:59
430.98,Debit,Baltimore,D000176,M058,Branch,24,Student,93,1,569.25,18,1,10,10,2024-11-04 08:11:00
13.87,Debit,Phoenix,D000670,M077,Branch,24,Student,20,1,954.83,18,0,11,12,2024-11-04 08:07:47
642.68,Debit,Jacksonville,D000643,M060,ATM,76,Retired,66,1,1831.2,16,3,25,5,2024-11-04 08:10:37
175.07,Debit,Las Vegas,D000406,M100,Online,28,Engineer,169,2,9274.64,16,3,23,11,2024-11-04 08:12:07
302.82,Debit,Jacksonville,D000290,M020,ATM,36,Engineer,175,1,9384.54,16,4,3,11,2024-11-04 08:07:31
1647.74,Debit,Louisville,D000593,M049,ATM,67,Retired,52,1,1483.84,17,0,25,12,2024-11-04 08:09:29
406.81,Debit,New York,D000073,M016,Online,66,Retired,84,1,1968.36,16,1,5,12,2024-11-04 08:08:46
256.3,Debit,New York,D000099,M066,Online,53,Retired,172,1,4203.05,16,2,5,4,2024-11-04 08:06:23
80.96,Credit,Jacksonville,D000179,M078,Online,19,Student,97,1,959.94,17,2,27,9,2024-11-04 08:06:25
95.78,Debit,Atlanta,D000211,M061,Online,22,Student,27,1,271.64,17,3,23,3,2024-11-04 08:09:16
379.54,Credit,Indianapolis,D000668,M040,Branch,41,Doctor,118,1,12571.76,17,1,3,1,2024-11-04 08:06:23
903.19,Debit,El Paso,D000286,M028,Online,22,Student,65,1,8627.08,17,3,6,7,2024-11-04 08:06:37
142.19,Debit,Houston,D000416,M005,Branch,18,Student,27,4,524.46,18,3,15,6,2024-11-04 08:09:44
847.45,Debit,Jacksonville,D000469,M042,Branch,28,Student,175,1,422.32,16,0,19,6,2024-11-04 08:09:30
295.18,Credit,Dallas,D000126,M100,Branch,66,Doctor,31,1,12961.53,17,1,9,5,2024-11-04 08:07:53
18.46,Debit,Charlotte,D000133,M032,Branch,68,Retired,213,1,6381.6,16,0,20,11,2024-11-04 08:10:17
603.23,Debit,Detroit,D000238,M017,Branch,28,Student,48,1,117.98,17,3,24,8,2024-11-04 08:08:18
54.5,Credit,Philadelphia,D000050,M082,Branch,57,Retired,147,1,1715.22,16,2,22,11,2024-11-04 08:08:27
414.77,Debit,San Francisco,D000577,M014,Online,29,Doctor,274,1,5599.81,17,0,1,1,2024-11-04 08:08:05
886.19,Debit,Colorado Springs,D000614,M081,Branch,61,Retired,69,1,7904.24,17,0,21,8,2024-11-04 08:08:29
440.03,Debit,San Jose,D000569,M099,Online,49,Engineer,88,1,1490.44,16,2,29,11,2024-11-04 08:10:19
35.46,Debit,Nashville,D000243,M005,ATM,56,Retired,285,1,1532.72,16,3,23,3,2024-11-04 08:07:26
76.39,Debit,Denver,D000507,M019,Branch,18,Student,219,1,5976.0,17,4,13,1,2024-11-04 08:10:09
595.91,Credit,San Antonio,D000063,M085,ATM,19,Student,162,1,1673.76,18,3,10,8,2024-11-04 08:10:21
6.03,Debit,Chicago,D000358,M035,Branch,76,Retired,70,1,3290.72,18,2,9,8,2024-11-04 08:09:27
249.34,Debit,Charlotte,D000498,M088,ATM,26,Engineer,197,1,3030.97,17,1,15,8,2024-11-04 08:07:57
421.52,Debit,San Jose,D000035,M064,Branch,20,Student,67,1,369.86,17,1,15,8,2024-11-04 08:10:21
189.77,Debit,Raleigh,D000290,M011,Branch,58,Engineer,24,1,6570.36,16,0,27,2,2024-11-04 08:11:28
73.19,Debit,Atlanta,D000067,M025,Branch,76,Retired,213,1,2264.98,16,2,18,10,2024-11-04 08:10:26
188.13,Credit,Jacksonville,D000157,M091,Online,75,Retired,198,1,5029.87,18,4,2,6,2024-11-04 08:10:08
30.52,Debit,Jacksonville,D000526,M005,Branch,62,Doctor,122,1,12327.74,17,4,19,5,2024-11-04 08:07:18
1235.69,Credit,San Jose,D000216,M048,Branch,20,Student,118,1,420.25,16,2,24,5,2024-11-04 08:09:22
1159.39,Debit,Oklahoma City,D000294,M091,Online,41,Doctor,150,1,6499.53,16,3,12,10,2024-11-04 08:06:27
170.24,Debit,San Francisco,D000150,M050,Branch,62,Retired,133,1,5172.99,16,0,5,6,2024-11-04 08:08:04
56.62,Debit,Austin,D000475,M069,Branch,54,Doctor,121,1,8981.1,17,0,27,2,2024-11-04 08:08:45
53.14,Debit,Las Vegas,D000431,M062,ATM,34,Doctor,70,1,7915.0,17,4,21,4,2024-11-04 08:07:15
587.23,Debit,Omaha,D000010,M007,Online,27,Student,144,1,500.84,17,0,31,7,2024-11-04 08:09:21
146.15,Debit,Phoenix,D000640,M098,Branch,43,Doctor,75,1,13784.4,17,4,6,1,2024-11-04 08:06:59
21.27,Credit,Indianapolis,D000386,M070,Online,62,Retired,114,1,7392.79,17,0,24,7,2024-11-04 08:09:54
1397.59,Credit,Austin,D000117,M020,ATM,26,Student,144,1,1134.79,17,0,13,11,2024-11-04 08:06:38
76.02,Credit,Albuquerque,D000644,M087,Online,34,Doctor,189,1,14765.41,16,2,12,7,2024-11-04 08:11:51
170.19,Credit,Los Angeles,D000255,M077,Branch,27,Student,156,5,745.87,17,4,7,7,2024-11-04 08:12:16
155.51,Debit,Raleigh,D000008,M081,ATM,68,Doctor,15,1,5360.19,18,0,21,8,2024-11-04 08:08:23
135.15,Debit,Colorado Springs,D000639,M100,Online,72,Retired,50,1,5878.14,17,0,20,3,2024-11-04 08:10:37
39.48,Debit,Omaha,D000435,M017,ATM,56,Retired,38,1,5889.51,16,4,26,5,2024-11-04 08:11:50
451.68,Debit,Houston,D000113,M072,Online,33,Engineer,15,1,4381.54,18,1,18,4,2024-11-04 08:09:51
19.11,Credit,Colorado Springs,D000546,M007,Online,49,Engineer,160,1,8478.46,16,0,18,9,2024-11-04 08:11:45
355.0,Credit,Fort Worth,D000052,M053,Online,26,Student,33,1,185.47,16,1,29,8,2024-11-04 08:10:34
427.69,Debit,Raleigh,D000347,M088,ATM,43,Engineer,236,1,2443.54,16,1,28,3,2024-11-04 08:11:53
254.86,Debit,Boston,D000296,M013,Branch,23,Student,102,1,699.9,17,3,26,1,2024-11-04 08:11:39
19.48,Debit,Dallas,D000674,M002,ATM,27,Engineer,114,1,4739.59,16,0,10,7,2024-11-04 08:08:46
190.17,Debit,Baltimore,D000467,M043,ATM,49,Doctor,265,1,12893.85,17,4,9,6,2024-11-04 08:08:48
91.38,Debit,Jacksonville,D000609,M013,ATM,65,Retired,179,1,2402.58,16,0,3,4,2024-11-04 08:06:39
206.63,Credit,Oklahoma City,D000239,M023,Online,59,Retired,128,1,7626.53,16,3,7,12,2024-11-04 08:10:42
93.22,Debit,Charlotte,D000140,M030,Online,52,Retired,52,1,1014.63,17,4,7,4,2024-11-04 08:09:41
547.98,Debit,Oklahoma City,D000218,M070,ATM,28,Student,171,1,1358.54,17,1,24,10,2024-11-04 08:09:19
641.06,Debit,Colorado Springs,D000057,M099,ATM,23,Student,25,1,1602.13,16,0,11,12,2024-11-04 08:07:21
314.55,Credit,Dallas,D000513,M001,Branch,27,Student,19,2,1105.89,17,1,25,4,2024-11-04 08:07:16
836.45,Debit,Virginia Beach,D000096,M043,Online,61,Retired,63,1,1731.89,16,0,27,2,2024-11-04 08:12:12
1095.09,Debit,San Francisco,D000198,M076,ATM,29,Engineer,52,1,8692.47,17,0,17,4,2024-11-04 08:11:57
189.45,Credit,Boston,D000083,M008,Branch,53,Doctor,62,1,12578.75,17,1,21,3,2024-11-04 08:09:31
91.84,Credit,Mesa,D000292,M023,Branch,67,Retired,80,1,1712.41,17,2,5,7,2024-11-04 08:08:32
609.52,Debit,Washington,D000672,M076,ATM,78,Retired,169,1,3485.03,16,4,28,7,2024-11-04 08:08:19
859.3,Credit,Colorado Springs,D000067,M066,Branch,78,Retired,68,1,1146.78,17,1,1,8,2024-11-04 08:06:56
100.01,Debit,Philadelphia,D000499,M061,ATM,50,Doctor,63,1,6393.12,16,3,29,6,2024-11-04 08:09:27
28.78,Credit,Tucson,D000041,M096,Online,40,Doctor,51,1,680.55,16,0,7,8,2024-11-04 08:11:39
111.08,Debit,Chicago,D000493,M064,Online,70,Doctor,83,1,7037.34,17,0,15,5,2024-11-04 08:10:59
470.96,Credit,Indianapolis,D000600,M036,Online,69,Doctor,124,2,12991.03,16,4,10,3,2024-11-04 08:11:10
52.23,Credit,San Francisco,D000088,M016,Branch,28,Student,96,1,105.01,18,0,11,9,2024-11-04 08:08:11
78.62,Debit,Oklahoma City,D000521,M084,Branch,32,Doctor,52,1,1360.85,16,0,31,7,2024-11-04 08:08:12
47.79,Debit,Denver,D000649,M034,Branch,25,Student,37,1,1649.92,17,4,15,9,2024-11-04 08:11:55
333.97,Debit,Fresno,D000305,M011,Branch,52,Doctor,45,1,5237.36,16,2,22,3,2024-11-04 08:11:48
30.87,Debit,Fresno,D000015,M025,ATM,33,Doctor,295,1,14348.65,16,2,12,7,2024-11-04 08:10:43
710.43,Debit,San Diego,D000398,M007,Online,67,Retired,115,1,5625.55,17,2,8,3,2024-11-04 08:08:42
220.23,Debit,Milwaukee,D000663,M059,ATM,41,Engineer,48,1,3438.02,18,0,18,9,2024-11-04 08:06:33
27.28,Debit,Atlanta,D000082,M070,ATM,29,Doctor,96,1,10668.24,16,0,25,12,2024-11-04 08:09:42
101.52,Debit,Tucson,D000002,M086,ATM,49,Engineer,98,1,2018.9,16,2,9,8,2024-11-04 08:08:38
162.65,Debit,New York,D000169,M088,ATM,59,Engineer,147,1,9500.95,17,3,11,5,2024-11-04 08:11:20
10.52,Debit,Kansas City,D000137,M019,ATM,55,Retired,30,1,2472.99,17,2,19,7,2024-11-04 08:11:06
270.72,Debit,Los Angeles,D000149,M027,Branch,38,Doctor,37,1,6522.47,17,0,27,3,2024-11-04 08:12:10
202.34,Debit,New York,D000023,M049,Online,20,Student,134,1,1223.45,16,1,10,1,2024-11-04 08:11:25
247.58,Debit,San Antonio,D000112,M068,ATM,39,Engineer,152,1,778.74,18,0,29,5,2024-11-04 08:07:18
686.17,Debit,Denver,D000103,M030,ATM,61,Retired,96,1,2246.15,17,1,3,10,2024-11-04 08:07:37
359.65,Credit,Jacksonville,D000133,M085,Online,25,Student,289,1,219.53,17,3,12,1,2024-11-04 08:09:04
109.91,Debit,Seattle,D000517,M074,Branch,38,Doctor,90,1,12896.06,16,0,1,5,2024-11-04 08:10:57
215.72,Credit,Columbus,D000682,M032,Branch,30,Engineer,137,1,8697.11,18,2,11,10,2024-11-04 08:11:54
490.76,Debit,Columbus,D000193,M048,Online,66,Retired,156,1,6414.11,16,3,19,1,2024-11-04 08:09:44
224.28,Debit,Chicago,D000316,M068,Online,64,Retired,68,1,5767.51,16,2,15,2,2024-11-04 08:10:52
614.03,Debit,Dallas,D000693,M086,ATM,68,Retired,51,1,2815.86,16,0,8,5,2024-11-04 08:08:12
608.79,Debit,Fort Worth,D000399,M015,Online,55,Engineer,157,1,2991.17,18,4,3,11,2024-11-04 08:12:18
186.55,Debit,Philadelphia,D000049,M003,Branch,48,Engineer,288,1,224.65,16,2,21,6,2024-11-04 08:07:18
840.16,Credit,Colorado Springs,D000692,M014,Branch,20,Student,68,1,1236.76,16,0,20,3,2024-11-04 08:12:12
203.34,Debit,Phoenix,D000057,M061,ATM,60,Doctor,66,1,13586.99,17,2,20,12,2024-11-04 08:09:43
90.88,Debit,Colorado Springs,D000086,M071,ATM,26,Engineer,284,1,7117.35,17,0,20,11,2024-11-04 08:10:50
60.11,Credit,Albuquerque,D000636,M067,Branch,61,Retired,122,1,7235.87,17,0,27,11,2024-11-04 08:08:09
393.92,Debit,Memphis,D000504,M061,Branch,72,Retired,47,1,7318.64,16,1,16,5,2024-11-04 08:12:07
19.39,Debit,Colorado Springs,D000294,M062,ATM,43,Doctor,45,1,9847.6,16,4,17,11,2024-11-04 08:11:24
557.41,Credit,Washington,D000180,M087,Online,80,Retired,49,1,2968.75,16,4,14,4,2024-11-04 08:09:54
57.07,Credit,Boston,D000250,M027,Online,31,Doctor,99,1,9323.71,16,4,25,8,2024-11-04 08:11:35
395.27,Credit,Miami,D000045,M085,Online,18,Student,167,1,1764.08,16,0,7,8,2024-11-04 08:08:21
289.05,Debit,New York,D000493,M088,ATM,75,Retired,116,1,5683.49,17,4,9,6,2024-11-04 08:11:58
46.11,Debit,San Francisco,D000184,M048,Online,33,Doctor,233,1,5225.73,17,0,27,3,2024-11-04 08:10:44
335.5,Debit,Sacramento,D000326,M003,ATM,63,Retired,47,1,6445.4,16,0,14,8,2024-11-04 08:12:23
388.07,Debit,Seattle,D000422,M067,Online,24,Student,68,1,289.71,17,1,5,9,2024-11-04 08:10:37
520.86,Credit,Sacramento,D000309,M017,Online,51,Engineer,66,1,9200.74,16,0,20,3,2024-11-04 08:08:47
787.41,Debit,Memphis,D000351,M081,Online,25,Student,39,1,300.87,16,0,19,6,2024-11-04 08:06:44
31.7,Credit,Raleigh,D000596,M074,ATM,48,Doctor,121,1,743.9,16,3,1,6,2024-11-04 08:08:02
22.3,Debit,Philadelphia,D000035,M030,ATM,21,Student,90,1,1200.35,16,0,1,5,2024-11-04 08:12:18
203.12,Debit,San Jose,D000004,M078,ATM,56,Retired,181,1,1562.39,16,2,18,1,2024-11-04 08:09:15
315.94,Credit,Raleigh,D000625,M024,Branch,49,Doctor,172,1,7719.71,17,0,27,2,2024-11-04 08:12:09
192.23,Debit,Albuquerque,D000117,M058,Online,54,Engineer,39,3,2610.67,16,3,28,12,2024-11-04 08:06:41
1510.71,Debit,Oklahoma City,D000106,M060,Online,66,Retired,51,1,2060.02,16,3,15,6,2024-11-04 08:09:11
0.26,Debit,Oklahoma City,D000239,M090,Online,20,Student,173,1,1833.67,16,3,23,11,2024-11-04 08:07:45
210.77,Debit,Mesa,D000009,M094,ATM,71,Retired,161,1,5396.65,16,2,31,5,2024-11-04 08:11:21
406.65,Debit,Mesa,D000013,M062,ATM,57,Doctor,107,1,12995.7,18,2,8,11,2024-11-04 08:11:01
422.9,Debit,Tucson,D000237,M027,ATM,40,Engineer,111,1,7616.43,16,0,27,2,2024-11-04 08:10:52
20.62,Credit,Philadelphia,D000627,M014,ATM,35,Doctor,225,1,12500.8,17,2,21,6,2024-11-04 08:08:49
174.39,Debit,San Francisco,D000078,M015,ATM,19,Student,36,1,1127.08,16,0,9,1,2024-11-04 08:11:01
7.86,Credit,Sacramento,D000065,M053,Branch,76,Retired,91,1,3621.98,16,0,16,10,2024-11-04 08:07:51
61.98,Debit,Denver,D000376,M038,Online,49,Engineer,44,1,5212.28,18,1,3,1,2024-11-04 08:08:55
54.85,Credit,San Francisco,D000287,M071,Branch,58,Retired,40,1,2727.45,16,1,5,9,2024-11-04 08:09:36
204.7,Debit,Oklahoma City,D000359,M032,Branch,49,Doctor,95,5,5117.03,16,3,21,9,2024-11-04 08:10:26
16.55,Debit,Tucson,D000477,M009,Branch,26,Engineer,159,1,6089.79,17,0,11,9,2024-11-04 08:08:11
91.32,Debit,Milwaukee,D000353,M056,Branch,58,Engineer,77,1,2618.1,16,4,10,11,2024-11-04 08:08:22
195.49,Debit,Memphis,D000472,M016,ATM,31,Doctor,212,1,11988.12,16,0,12,6,2024-11-04 08:08:35
49.62,Debit,Portland,D000080,M055,ATM,55,Engineer,111,1,3841.42,16,3,7,12,2024-11-04 08:07:23
487.16,Credit,Los Angeles,D000361,M077,Branch,28,Student,84,1,321.21,16,0,2,1,2024-11-04 08:12:22
405.6,Debit,Tucson,D000643,M031,Online,37,Engineer,44,1,9754.73,17,1,8,8,2024-11-04 08:09:24
512.95,Debit,Columbus,D000335,M066,Branch,57,Engineer,143,1,9584.52,17,0,16,10,2024-11-04 08:10:05
345.94,Debit,Portland,D000354,M100,ATM,31,Doctor,163,1,7624.56,17,0,9,10,2024-11-04 08:11:40
356.56,Debit,New York,D000399,M100,Online,47,Engineer,52,1,2485.73,17,0,9,10,2024-11-04 08:11:57
10.31,Debit,Louisville,D000072,M054,Online,36,Engineer,280,1,2137.9,16,4,13,1,2024-11-04 08:11:14
211.69,Debit,Atlanta,D000674,M066,Branch,30,Doctor,111,1,6412.85,16,4,20,10,2024-11-04 08:07:50
221.49,Credit,Oklahoma City,D000203,M052,Branch,23,Student,196,1,707.25,18,2,13,9,2024-11-04 08:11:50
