Código,Status entomologico,Estado,Localidad,Altitud,Longitud,Latitud,A2. Cuantos dormitorios tiene la vivienda,A3 Número de personas que duermen en la vivienda,A4. Duermen 3 o mas personas en algun dormitorio,A1. Tiene luz electrica,A5 Escusado de uso exclusivo del hogar,A5 Escusado de uso común de varios hogares,A5 Letrina,A5 No tiene,A6 Red Pública de alcantarillado,A6 Pozo ciego,A6 Pozo séptico,A6 Medio ambiente,A7 Red pública,A7 Pozo,A7 Rio vertiente acequia o canal,A7 Carro Repartidor,A7 Otro,A7 Agua de lluvia,A8. Hierve o usa cloro en el agua antes de beberla,A9 Por qué trata el agua antes de beberla,B1 Losa de hormigón,B1 Asbestos o similares,B1 Zinc,B1 Teja,B1 Paja palma o similares,B1 Otros materiales,B2 Hormigón ladrillo o bloque,B2 Adobe o tapia,B2 Madera,B2 Caña guadua revestida con papel,B2 Caña guadua revestida o rellena de barro,B2 Caña guadua no revestida,B3 Entablado rústico,B3 Parquet,B3 Baldosa o vinyl,B3 Ladrillo o cemento,B3 Caña guadua,B3 Tierra,B3 Otros materiales,B4 Gas,B4 Electricidad,B4 Gasolina,B4 Kerex o diesel,B4 Leña o carbón,B4 Otro,B4 Ninguno,C1. Leña,C1 Lugares,"C2. Productos agricolas como maiz, etc.",C2 Lugares,D1. Ha fumigado Ud mismo su casa,D2. Ha fumigado SNEM su casa,D2 Hace cuánto tiempo (meses),E1. Gallinas o Palomas u otras aves,E1 Cuántas,E2. Tiene un gallinero,E2. Donde,E3. Perros,E3 Cuántos,E4. Duerme el perro dentro de la casa,E5. Cuyes,E5 Cuántos,E6. Tiene una cuyera,E6. Donde,E7. Chanchos o puercos,E7 Cuántos,E8. Ovejas o chivos,E8 Cuántos,E9. Tiene un corral,E9. Donde,E10. Gatos,F1. Ratones,F2. Ratas,"F3. Raposas, zorros, guanchacas o zarigueyas",G1. Leña,G1 Distancia de la casa (metros),G2. Madera para construccion,G1. Cuánta,G2 Distancia de la casa (metros),G2. Cuánta,G3. Rocas. bloques o ladrillos,G3 Distancia de la casa (metros),G3. Cuanta,G4. Basura de la vivienda,G4 Distancia de la casa (metros),G4. Cuánta,G5. Otros,G5 Distancia de la casa (metros),G5. Cuánta,H1. Hojas de Palma de coco,H1 Distancia de la casa (metros),H1. Cuánta,H2. Hojas de Palma de Cade o tagua,H2 Distancia de la casa (metros),H2. Cuánta,H3. Hojas de Palmera (Otro Tipo),H3 Qué tipo,H3. Cuánta,H4. Desperdicios de la cosecha,H4 Distancia de la casa (metros),H4. Cuánta,H5. Productos agricolas de la cosecha,H5 Distancia de la casa (metros),H5. Cuánta,I1. Piñuelas,I1 Distancia de la casa (metros),I1. Cuánta,I2. Arbustos,I2 Distancia de la casa (metros),I2. Cuánto,I3. Arboles frutales,I3 Distancia de la casa (metros),I3. Cuánto,I4. Maleza o monte,I4 Distancia de la casa (metros),I4. Cuánto,J1. Existen palmas a una distancia de 30m,J2. Palmas de coco,J2 Distancia de la casa (metros),J2 Cuántas,J3. Palmas de cade o tagua,J3 Distancia de la casa (metros),J3 Cuántas,J4. Palma Africana,J4 Distancia de la casa (metros),J4 Cuántas,J5. Otro tipo de de palmera o palma,J5 Cuál,J5 Distancia de la casa (metros),J5 Cuántas,E10 Cuántos,
PM316,Negativa,Examinada,Palmira,1628,79.23452,4.33717,2,5,-1,0,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,para eliminar los bichos,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,dormitorio,2,2,0,1,10,1,4,2,0,2,2,0,2,0,2,0,2,0,2,0,1,2,2,2,1,3,1,0,2,0,1,5,0,1,3,0,0,0,0,1,5,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,0,1,15,1,1,4,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
PM506,Negativa,Examinada,Palmira,1628,79.22948,4.34198,2,2,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,28,1,4,1,1,2,1,5,1,6,2,0,2,0,2,0,1,3,3,2,1,6,2,0,0,0,1,4,1,1,6,1,2,0,0,2,0,0,2,0,0,0,,0,1,4,1,1,1,1,2,0,0,1,15,2,1,6,1,1,13,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,4,
PM314,Negativa,Examinada,Palmira,1630,79.23407,4.33739,3,10,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,por las amebas,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,2,0,1,4,1,4,1,4,2,1,8,1,2,2,0,2,0,2,0,1,1,1,1,1,5,1,0,5,0,1,5,0,1,5,0,0,0,0,1,4,0,2,0,0,2,,0,1,10,0,2,0,0,1,10,0,1,15,0,1,20,0,1,25,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
NF307,Negativa,Examinada,Nueva Fátima,1631,79.822500,4.270700,1,3,-1,1,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,Porque es dañina,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,6,1,4,1,1,2,2,0,2,0,1,1,2,0,2,0,1,1,1,1,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,,0,0,0,0,2,0,0,2,0,0,1,15,1,1,20,1,1,15,2,0,2,0,0,2,0,0,2,0,0,2,,0,0,1,
TA103,Negativa,Examinada,El Tambo,1631,79.407090,4.474600,3,3,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,tiene microbios,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,cuarto,2,2,0,1,10,1,3,1,1,2,2,0,2,0,1,3,2,0,2,0,1,2,2,1,1,7,2,0,0,0,1,7,1,1,2,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,8,1,1,2,2,1,10,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
TA507,Negativa,Examinada,El Tambo,1631,79.407110,4.407110,1,4,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,"para matar los microbios, bacterias, etc.",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,1,bodega,1,2,0,1,15,1,5,1,1,2,2,0,2,0,1,2,2,0,2,0,2,2,2,2,2,0,1,1,10,1,1,2,2,2,0,0,1,8,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,0,1,15,1,1,25,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
NF301  ,Negativa,Examinada,Nueva Fátima,1632,79.82167,4.27065,3,9,1,1,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para controlar los parasitos,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,Dormitorio,1,2,0,1,16,1,5,1,3,2,2,0,2,0,1,6,2,0,2,0,2,1,1,1,1,2,2,1,0,1,1,2,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,1,2,1,2,0,1,2,0,0,1,10,1,1,15,1,1,10,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
PM305,Negativa,Examinada,Palmira,1632,79.23241,4.33806,2,6,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,2,0,1,1,1,2,1,2,2,2,0,2,0,2,0,2,0,2,0,0,2,2,2,1,5,1,1,5,1,0,0,0,1,15,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,15,0,2,0,0,1,10,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
PM312,Negativa,Examinada,Palmira,1632,79.23315,4.33760,2,5,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,cuarto,2,2,0,1,12,1,3,1,1,2,2,0,2,0,1,1,2,0,2,0,1,2,2,1,1,2,1,0,2,0,2,0,0,1,5,1,0,0,0,2,0,0,2,0,0,2,,0,2,0,0,1,0,0,1,5,0,1,10,0,1,8,0,1,10,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
TB309,Negativa,Examinada,Tumbunuma,1632,"79,80926","4,28394",1,2,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para evitar contaguiarse de microbios,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,bodega,2,2,0,1,10,1,4,1,1,2,2,0,2,0,1,2,2,0,2,0,2,3,3,2,1,2,2,0,0,0,1,2,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,2,1,30,2,1,3,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
TB307,Negativa,Examinada,Tumbunuma,1633,"79,80909","4,28266",3,8,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,6,0,4,1,1,2,2,0,2,0,1,5,2,0,2,0,2,1,1,1,1,3,2,0,0,0,1,2,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,1,1,5,1,1,5,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
NF204,Positiva,Examinada,Nueva Fátima,1633,79.818350,4.270340,1,5,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,6,2,0,1,4,2,2,0,2,0,1,1,2,0,2,0,2,1,1,1,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,,0,2,0,0,2,0,0,2,0,0,1,5,0,1,3,0,1,7,0,2,2,0,0,0,0,0,2,0,0,2,,0,0,0,
PM303,Negativa,Examinada,Palmira,1634,79.23233,4.33820,1,1,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,corredor,1,bodega,1,2,0,1,5,1,2,1,1,2,2,0,2,0,2,0,2,0,2,0,1,2,2,2,1,1,2,0,0,0,2,0,0,1,15,2,0,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,15,2,1,15,2,1,15,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
TP504,Negativa,Examinada,Trigopamba,1634,79.490520,4.326630,1,5,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,Cocina y dormitorios,1,2,0,1,30,1,4,1,1,2,2,0,2,0,1,1,2,0,2,0,2,1,4,3,1,2,1,1,0,1,1,0,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,3,0,1,3,0,1,3,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
NF202,Positiva,Examinada,Nueva Fátima,1634,79.817750,4.269790,0,10,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,2,para purificar de los bichos,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,sala,2,2,0,0,7,2,0,1,1,2,1,6,1,5,1,1,2,0,2,0,2,1,1,1,1,4,2,0,0,0,1,7,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,0,1,5,0,1,10,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
CM402,Negativa,Examinada,Comunidades,1635,"79,22181","4,34566",1,1,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,2,0,2,0,2,0,2,0,2,1,3,1,2,2,0,2,0,2,0,2,2,2,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,0,2,0,0,1,5,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
PM304,Negativa,Examinada,Palmira,1635,79.23229,4.33810,3,7,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,para los bichos,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,2,0,2,0,1,2,2,2,0,2,0,2,0,2,0,2,0,2,2,2,1,2,0,2,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,1,10,0,2,0,0,1,5,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
PM322,Negativa,Examinada,Palmira,1635,79.23230,4.33868,2,6,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,cocina,2,,2,1,12,1,4,1,3,1,2,2,2,0,2,0,1,2,2,0,2,0,2,1,1,2,1,2,2,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,2,0,0,2,,0,1,5,0,1,2,0,2,0,0,1,20,0,1,10,0,1,15,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
TA101,Negativa,Examinada,El Tambo,1635,79.406590,4.474710,2,6,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,20,1,4,1,2,2,2,0,2,0,2,0,2,0,2,0,1,3,3,1,1,1,2,0,0,0,1,1,2,1,4,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,1,0,1,2,0,0,1,2,1,1,2,1,1,3,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
CM408,Negativa,Examinada,Comunidades,1636,"79,22149","4,34397",3,3,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,por los bichos,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,2,0,1,4,1,3,1,0,2,1,15,0,3,1,2,2,0,2,0,2,3,3,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,0,1,10,0,1,10,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
CM406,Negativa,Examinada,Comunidades,1637,"79,22155","4,34413",1,1,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,,2,,2,1,48,2,0,2,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,3,3,1,1,5,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,0,1,5,0,1,5,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
CM407,Negativa,Examinada,Comunidades,1637,"79,22137","4,34407",2,5,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,1,48,1,25,1,3,1,1,2,2,0,2,0,2,0,2,0,2,0,2,2,2,1,2,0,2,0,0,0,2,0,0,1,15,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,0,1,5,0,1,5,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
PM306,Negativa,Examinada,Palmira,1638,79.23266,4.33785,2,3,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para eliminar los bichos,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,bodega,2,2,0,1,10,1,4,1,2,2,1,10,0,2,1,3,2,0,2,0,1,1,1,2,1,10,2,0,0,0,2,0,0,1,2,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,2,2,0,0,1,5,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
NF702,Negativa,Examinada,Nueva Fátima,1639,79.818990,4.270790,1,4,6,2,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,Para los parásitos,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,1,2,0,2,0,2,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,0,4,4,1,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
PM307,Negativa,Examinada,Palmira,1639,79.23241,4.33776,2,3,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para eliminar los bichos,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,cocina,1,dormitorio,2,2,0,1,20,1,3,1,1,2,2,0,2,0,1,1,2,0,2,0,1,2,2,2,2,0,1,1,3,1,1,1,0,1,15,2,0,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,3,0,1,8,0,1,10,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,3,
TA506,Negativa,Examinada,El Tambo,1639,79.407060,4.469520,4,6,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para que no hayo miendrio ye este soma,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,bodega,1,2,0,1,5,1,4,1,3,2,2,0,2,0,2,0,2,0,2,0,1,3,3,3,1,1,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,1,20,1,2,0,0,2,0,0,1,5,1,1,10,1,1,5,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
TB203,Negativa,Examinada,Tumbunuma,1639,"79,80438","4,28493",2,3,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,muchos microbios,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,cocina,1,,1,2,0,1,10,1,3,1,5,2,2,0,2,0,2,0,1,1,2,0,1,2,1,1,1,2,2,0,0,0,2,0,0,1,10,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,2,0,1,10,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,2,
TB305,Negativa,Examinada,Tumbunuma,1639,"79,80956","4,28151",3,3,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para matar los microbios,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,bodega,1,2,0,1,5,1,5,1,1,1,1,8,1,6,1,2,2,0,2,0,1,3,3,1,1,2,2,0,0,0,1,3,1,1,10,1,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,1,0,1,2,0,0,1,4,2,1,5,1,1,5,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,3,
